occ1990,foreign_empl,native_empl,foreign_howo,native_howo,manual_f,manual_n,language_f,language_n,year,occupation,manual,limbs,strength,body,language,oral,written,cognitive,perception,visual,hearing,vocal
443,6900,24200,12102825,26342975,8016094.074707031,17447807.94555664,2356480.098754883,5129108.005187988,1970,Waiter's assistant,0.6623324751853943,0.6082343459129333,0.7287508249282837,0.7145549058914185,0.19470496475696564,0.25438278913497925,0.13502714037895203,0.1692277193069458,0.2992120683193207,0.44166332483291626,0.5214055776596069,0.3006962239742279
445,2000,54600,3282100,85683050,2148911.708984375,56099847.37231445,2141570.189453125,55908188.80151367,1970,Dental assistants,0.6547368168830872,0.7419999837875366,0.5339999794960022,0.5874999761581421,0.6524999737739563,0.6800000071525574,0.625,0.4933333396911621,0.6200000047683716,0.6814285516738892,0.5633333325386047,0.48500001430511475
446,3500,79800,6184750,136088950,3157477.561767578,69476988.76538086,3123298.75,68724919.75,1970,"Health aides, except nursing",0.5105262994766235,0.5109999775886536,0.5139999985694885,0.5049999952316284,0.5049999952316284,0.5600000023841858,0.44999998807907104,0.2524999976158142,0.2540000081062317,0.4000000059604645,0.2933333218097687,0.41499999165534973
447,24300,520500,39563050,874223900,28386570.14160156,627257454.6264648,21608497.58984375,477482526.6176758,1970,"Nursing aides, orderlies, and attendants",0.7175020575523376,0.6286943554878235,0.8340829014778137,0.7937953472137451,0.5461787581443787,0.6291451454162598,0.46321243047714233,0.47284114360809326,0.5433990359306335,0.6873353123664856,0.737115740776062,0.7126165628433228
453,62600,833500,118837950,1554305875,85938599.1472168,1124008530.338379,10695415.689056396,139887531.04986572,1970,Janitors,0.7231578826904297,0.6259999871253967,0.8259999752044678,0.8374999761581421,0.09000000357627869,0.12999999523162842,0.05000000074505806,0.13333334028720856,0.2759999930858612,0.5214285850524902,0.3866666555404663,0.14499999582767487
454,4300,23800,8329900,44993075,6944505.9931640625,37510015.52441406,1207835.5,6523995.875,1970,Elevator operators,0.8336842060089111,0.8610000014305115,0.7599999904632568,0.8575000166893005,0.14499999582767487,0.11999999731779099,0.17000000178813934,0.19583334028720856,0.7120000123977661,0.795714259147644,0.8433333039283752,0.14499999582767487
457,14300,121500,30475250,278818400,17018022.045898438,155698073.38330078,6552178.75,59945956,1970,Barbers,0.5584210753440857,0.6230000257492065,0.5419999957084656,0.41749998927116394,0.2150000035762787,0.27000001072883606,0.1599999964237213,0.16500000655651093,0.45399999618530273,0.41857144236564636,0.27666667103767395,0.24500000476837158
458,24600,375400,38785400,589311175,24035590.71533203,365200363.1894531,11467245.989501951,174235052.37060547,1970,Hairdressers and cosmetologists,0.6197071671485901,0.6394860744476318,0.6443689465522766,0.5394326448440552,0.29565882682800293,0.3914567530155182,0.19986090064048767,0.3800378143787384,0.5852298140525818,0.5984982252120972,0.42231327295303345,0.4541873335838318
459,1500,27300,2621400,43375525,1347431.9389648438,22295554.990722656,811239.33056640625,13423335.565795898,1970,Recreation facility attendants,0.514012336730957,0.5206915140151978,0.4978127181529999,0.5175638198852539,0.30946797132492065,0.3744041323661804,0.2445318102836609,0.30848902463912964,0.40356138348579407,0.562088131904602,0.5293189883232117,0.38718077540397644
462,400,4300,296875,3604625,149531.24975585938,1815592.709472656,64570.3125,784005.9375,1970,Ushers,0.5036842226982117,0.43700000643730164,0.578000009059906,0.5774999856948853,0.2175000011920929,0.24500000476837158,0.1899999976158142,0.3216666579246521,0.4320000112056732,0.5600000023841858,0.5433333516120911,0.41999998688697815
463,500,6700,1310700,14033800,866107.3359375,9273500.591796877,551263.1015625,5902430.8408203125,1970,Public transportation attendants and inspectors,0.6607975363731384,0.5834572911262512,0.6515123248100281,0.8657547831535339,0.42058679461479187,0.4949544072151184,0.34621918201446533,0.39576974511146545,0.5697318315505981,0.6501784920692444,0.741809070110321,0.42708879709243774
464,800,11100,1723675,21024450,934413.28125,11397464.702148438,1004040.6796875,12246742.072265623,1970,Baggage porters,0.5421052575111389,0.367000013589859,0.7599999904632568,0.7074999809265137,0.5824999809265137,0.8500000238418579,0.3149999976158142,0.3583333194255829,0.3919999897480011,0.40714284777641296,0.4699999988079071,0.8500000238418579
465,100,9800,204000,14612150,85680,6137102.997558594,158610,11360946.583007812,1970,Welfare service aides,0.41999998688697815,0.3799999952316284,0.4659999907016754,0.4625000059604645,0.7774999737739563,0.824999988079071,0.7300000190734863,0.4833333194255829,0.3799999952316284,0.5400000214576721,0.4833333194255829,0.9100000262260437
468,7400,193300,9610400,222354750,6373468.560302734,147462229.06298828,5535251.058837891,128068484.3334961,1970,Child care workers,0.6631845235824585,0.5585297346115112,0.7835865020751953,0.7743191719055176,0.5759646892547607,0.6336948871612549,0.5182345509529114,0.6461475491523743,0.6865523457527161,0.6866817474365234,0.7739176750183105,0.6620617508888245
469,19900,627300,33745000,1037302075,17107491.12939453,525874531.9208984,17108947.334228516,525919295.3442383,1970,"Personal service occupations, nec",0.5069637298583984,0.39752084016799927,0.7016496658325195,0.5372134447097778,0.5070068836212158,0.7762835025787354,0.23773029446601868,0.24370311200618744,0.3494105339050293,0.3403819799423218,0.32494524121284485,0.7345677018165588
473,12500,952600,34505950,2611833150,26733029.00390625,2023483236.85376,5003362.75,378715806.75,1970,Farmers (owners and tenants),0.7747368216514587,0.7300000190734863,0.8880000114440918,0.7450000047683716,0.14499999582767487,0.14499999582767487,0.14499999582767487,0.39916667342185974,0.4880000054836273,0.49142858386039734,0.3499999940395355,0.04500000178813934
475,4000,115300,9794150,270296400,4377604.767089844,120811994.83691406,6305401.5908203125,174014831.7133789,1970,"Farm managers, except for horticultural farms",0.4469611644744873,0.46311017870903015,0.4004371464252472,0.46474364399909973,0.6437926292419434,0.55241858959198,0.7351666688919067,0.5531789660453796,0.41354963183403015,0.6086441278457642,0.5157853960990906,0.23714758455753326
479,50600,603200,97312800,1159852750,87696431.99609375,1045237089.0283204,7729472.978759766,92126118.036438,1970,Farm workers,0.9011808633804321,0.8625286221504211,0.9511256814002991,0.9353805780410767,0.07942914962768555,0.060474880039691925,0.09838341176509857,0.22717590630054474,0.3900223672389984,0.7105157971382141,0.6815712451934814,0.05940995365381241
486,19700,191300,35725250,332903975,29219494.89819336,272280417.66015625,2500767.5,23303278.25,1970,Gardeners and groundskeepers,0.8178947567939758,0.7829999923706055,0.8420000076293945,0.875,0.07000000029802322,0.08500000089406967,0.054999999701976776,0.10833333432674408,0.28600001335144043,0.5785714387893677,0.47333332896232605,0.07999999821186066
487,1200,29300,2732375,52941425,1957243.40234375,37922779.74267578,778726.875,15088306.125,1970,Animal caretakers except on farms,0.7163158059120178,0.6840000152587891,0.7879999876022339,0.7074999809265137,0.2849999964237213,0.27000001072883606,0.30000001192092896,0.4391666650772095,0.5199999809265137,0.7542856931686401,0.8233333230018616,0.4399999976158142
496,1000,81100,1662475,142930050,1299583.26953125,111730704.23730467,417465.1220703125,35891253.00830078,1970,"Timber, logging, and forestry workers",0.781715989112854,0.7699721455574036,0.7875030636787415,0.8038417100906372,0.25111061334609985,0.27690255641937256,0.22531867027282715,0.3945869505405426,0.49512365460395813,0.736230731010437,0.6466570496559143,0.1256130337715149
498,1600,18200,3219825,33546825,2850392.390625,29697767.63964844,64396.5,670936.5,1970,"Fishers, hunters, and kindred",0.8852631449699402,0.8389999866485596,0.9559999704360962,0.9125000238418579,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.11916666477918625,0.34200000762939453,0.7400000095367432,0.5833333134651184,0.004999999888241291
505,28800,669000,63349125,1490468175,54813663.46484375,1289647188.6166992,19163110.326171875,450866623.40625,1970,Automobile mechanics,0.8652631640434265,0.9049999713897705,0.7620000243186951,0.8949999809265137,0.30250000953674316,0.30000001192092896,0.3050000071525574,0.6733333468437195,0.8500000238418579,0.8942857384681702,0.9933333396911621,0.3400000035762787
508,3100,110000,6565800,228412750,5636220.8515625,196074308.9580078,820725,28551593.75,1970,Aircraft mechanics,0.8584210276603699,0.875,0.7979999780654907,0.8924999833106995,0.125,0.03500000014901161,0.2150000035762787,0.45249998569488525,0.47200000286102295,0.6671428680419922,0.6566666960716248,0.03500000014901161
514,4700,87600,9246575,190983725,8414442.556640625,173796414.03125,2099101.38671875,43355967.10546875,1970,Auto body repairers,0.9100064039230347,0.9227858185768127,0.8724724054336548,0.9249753355979919,0.22701393067836761,0.22317469120025635,0.23085317015647888,0.43990907073020935,0.8439605236053467,0.8903515338897705,0.9588295817375183,0.2199999988079071
516,22200,505100,46871150,1085681100,42751508.365234375,990257433.6259766,9994231.3212890625,231497372.20117188,1970,Heavy equipment and farm equipment mechanics,0.9121071100234985,0.9288915395736694,0.8805626630783081,0.9095766544342041,0.213227778673172,0.12098667770624161,0.305468887090683,0.4499603509902954,0.6185724139213562,0.8278736472129822,0.9135199785232544,0.12615112960338593
519,2200,56800,4151050,117785025,3279329.5,93050169.75,1079272.986328125,30624105.956054688,1970,Machinery maintenance occupations,0.7900000214576721,0.8489999771118164,0.7480000257492065,0.6949999928474426,0.25999999046325684,0.23000000417232513,0.28999999165534973,0.4050000011920929,0.6639999747276306,0.7628571391105652,0.8866666555404663,0.0949999988079071
523,3500,95600,7291100,203472800,5624452.108886719,156961641.5649414,2657290.509765625,74157033.13232422,1970,Repairers of industrial electrical equipment,0.7714133858680725,0.8093116879463196,0.6249122619628906,0.8597940802574158,0.36445674300193787,0.3705194592475891,0.3583940267562866,0.5215552449226379,0.5060513019561768,0.6967726945877075,0.8289473056793213,0.1501552164554596
525,500,17200,986850,35777475,655995.5859375,23782607.18847656,500826.375,18157068.5625,1970,Repairers of data processing equipment,0.6647368669509888,0.7910000085830688,0.48399999737739563,0.574999988079071,0.5074999928474426,0.4749999940395355,0.5400000214576721,0.5333333611488342,0.6840000152587891,0.7871428728103638,0.7300000190734863,0.5350000262260437
526,2500,96000,5423725,202031950,3402673.90234375,126748470.00024414,176271.06079101562,6566038.268066406,1970,Repairers of household appliances and power tools,0.6273684501647949,0.6179999709129333,0.6660000085830688,0.6025000214576721,0.032499998807907104,0.04500000178813934,0.019999999552965164,0.06083333492279053,0.30399999022483826,0.33142855763435364,0.4033333361148834,0.02500000037252903
527,4900,228600,10472075,495278200,8245339.28515625,389964435.253418,2519284.02734375,119149877.9645996,1970,Telecom and line installers and repairers,0.7873644232749939,0.834961473941803,0.6957826018333435,0.7828490138053894,0.24057161808013916,0.22053954005241394,0.26060372591018677,0.4047817289829254,0.6529282331466675,0.7605271935462952,0.8872402906417847,0.11203771084547043
534,3900,97400,7104825,202266825,6042840.796875,172033262.6274414,1882778.4970703125,53600704.58825683,1970,"Heating, air conditioning, and refigeration mechanics",0.8505263328552246,0.8679999709129333,0.8220000267028809,0.8424999713897705,0.26499998569488525,0.2849999964237213,0.24500000476837158,0.4816666543483734,0.6000000238418579,0.7714285850524902,0.8199999928474426,0.17499999701976776
535,5100,26000,10556650,53170725,6993064.163330078,35221996.63623047,1386437.214050293,6983074.318115234,1970,"Precision makers, repairers, and smiths",0.6624321341514587,0.7890576124191284,0.5458945035934448,0.49154046177864075,0.13133306801319122,0.09613773971796036,0.16652840375900269,0.4507121741771698,0.4775860011577606,0.7063644528388977,0.6055698990821838,0.0740918293595314
544,2800,75700,5953375,158275475,5392504.5546875,143364263.28222656,1160908.1162109375,30863717.291381836,1970,Millwrights,0.9057894945144653,0.9110000133514404,0.8920000195503235,0.9100000262260437,0.19499999284744263,0.23000000417232513,0.1599999964237213,0.3725000023841858,0.8339999914169312,0.8242856860160828,0.8733333349227905,0.48500001430511475
549,27900,765900,56719775,1505793150,47390014.490722656,1258107238.09375,6699845.345275879,177867088.34057617,1970,"Mechanics and repairers, n.e.c.",0.835511326789856,0.8526032567024231,0.7948747277259827,0.8435772061347961,0.11812186241149902,0.10964014381170273,0.12660357356071472,0.3519778549671173,0.5662943124771118,0.7178400754928589,0.6133471727371216,0.1212947815656662
563,17400,194600,30482275,338824600,26352933.080078125,292925052.61328125,3213285.637939453,35717157.73498535,1970,"Masons, tilers, and carpet installers",0.864533007144928,0.7908340692520142,0.9469446539878845,0.9457659721374512,0.10541488975286484,0.1231914833188057,0.08763829618692398,0.27432623505592346,0.4559404253959656,0.6378905773162842,0.43812763690948486,0.12055318802595139
567,44200,663400,80704950,1220138200,74928177.970703125,1132802041.8652344,20176237.5,305034550,1970,Carpenters,0.9284210801124573,0.9079999923706055,0.9620000123977661,0.9375,0.25,0.23000000417232513,0.27000001072883606,0.5633333325386047,0.6919999718666077,0.8614285588264465,0.8399999737739563,0.27000001072883606
573,2300,39400,4314950,71140825,2836511.8837890625,46765731.73754883,10787.375,177852.0625,1970,Drywall installers,0.6573684215545654,0.628000020980835,0.6259999871253967,0.7699999809265137,0.0024999999441206455,0,0.004999999888241291,0.040833331644535065,0.2160000056028366,0.36142855882644653,0.13333334028720856,0.004999999888241291
575,14700,382000,30237450,785875675,28000129.032714844,727727381.8496094,12212924.94519043,317415675.1308594,1970,Electricians,0.9260082840919495,0.8997745513916016,0.9527779817581177,0.958130419254303,0.4039006233215332,0.42231500148773193,0.3854862451553345,0.7708312273025513,0.8810482025146484,0.9177809357643127,0.8850688338279724,0.584630012512207
577,1400,93000,2694000,193761200,2319930.3515625,166856898.06347656,775071.44140625,55745646.0703125,1970,Electric power installers and repairers,0.8611471056938171,0.8877774477005005,0.8080258369445801,0.8609728217124939,0.2877028286457062,0.28430140018463135,0.2911042869091034,0.4919374883174896,0.6900054216384888,0.8514933586120605,0.7812299728393555,0.20099319517612457
579,27700,244000,48839200,429944000,40485126.71875,356400950.30322266,7203781.619140625,63416736.79382324,1970,"Painters, construction and maintenance",0.8289473652839661,0.7710000276565552,0.8700000047683716,0.9225000143051147,0.14749999344348907,0.1599999964237213,0.13500000536441803,0.17083333432674408,0.3700000047683716,0.704285740852356,0.5366666913032532,0.1550000011920929
583,300,8000,462900,13808650,327440.84375,9767803.05102539,4629,138086.5,1970,Paperhangers,0.7073684334754944,0.6290000081062317,0.7419999837875366,0.8600000143051147,0.009999999776482582,0.014999999664723873,0.004999999888241291,0.10000000149011612,0.25999999046325684,0.3685714304447174,0.23000000417232513,0.004999999888241291
584,2700,22600,4759800,39250300,4376510.953125,36089619.34472656,725869.5,5985670.75,1970,Plasterers,0.9194737076759338,0.9070000052452087,0.9359999895095825,0.9300000071525574,0.1525000035762787,0.12999999523162842,0.17499999701976776,0.3491666615009308,0.6119999885559082,0.8557142615318298,0.8033333420753479,0.17000000178813934
585,10700,326500,20574250,655705700,17737168.7734375,565287319.8095703,6583760,209825824,1970,"Plumbers, pipe fitters, and steamfitters",0.8621052503585815,0.8429999947547913,0.8840000033378601,0.8824999928474426,0.3199999928474426,0.32499998807907104,0.3149999976158142,0.4866666793823242,0.5080000162124634,0.7400000095367432,0.5933333039283752,0.28999999165534973
588,4800,55800,7959950,96569650,6732442.1640625,81677595.6796875,955194,11588358,1970,Concrete and cement workers,0.8457894921302795,0.8309999704360962,0.8360000252723694,0.8949999809265137,0.11999999731779099,0.1599999964237213,0.07999999821186066,0.2541666626930237,0.5699999928474426,0.7542856931686401,0.7766666412353516,0.20000000298023224
589,900,20500,1724850,41095000,1368986.1796875,32616451.87109375,370842.75,8835425,1970,Glaziers,0.793684184551239,0.7580000162124634,0.800000011920929,0.875,0.2150000035762787,0.17000000178813934,0.25999999046325684,0.21666666865348816,0.414000004529953,0.7014285922050476,0.6566666960716248,0.125
593,900,20800,1709525,40077600,1190919.71875,27919571.01171875,370713.923828125,8690907.881347656,1970,Insulation workers,0.6966378092765808,0.7087658047676086,0.6547566056251526,0.7186694145202637,0.21685200929641724,0.1710592359304428,0.26264476776123047,0.319285124540329,0.4518737196922302,0.5176917910575867,0.49775442481040955,0.21388490498065948
594,1500,80800,3323750,158686175,2919651.94140625,139393276.28222656,689678.125,32927381.3125,1970,"Paving, surfacing, and tamping equipment operators",0.8784210681915283,0.9179999828338623,0.8119999766349792,0.862500011920929,0.20749999582767487,0.20999999344348907,0.20499999821186066,0.49666666984558105,0.7799999713897705,0.8385714292526245,0.9266666769981384,0.28999999165534973
595,1300,47200,1881000,73551350,1358280.001953125,53111817.01611328,9405,367756.75,1970,Roofers and slaters,0.7221052646636963,0.550000011920929,0.9419999718666077,0.8774999976158142,0.004999999888241291,0.009999999776482582,0,0.03750000149011612,0.2540000081062317,0.47428572177886963,0.18333333730697632,0.004999999888241291
597,2600,60200,5351875,110461250,4786405.265625,98790108.61328124,718021.97265625,14819778.856689451,1970,Structural metal workers,0.894341766834259,0.9053052663803101,0.9032633304595947,0.8557812571525574,0.13416269421577454,0.09833158552646637,0.1699938029050827,0.3617728054523468,0.7210574746131897,0.8094870448112488,0.7621519565582275,0.19086548686027527
598,1100,46300,2226150,97026550,2118357.5390625,92328424.07519533,144699.75,6306725.674499512,1970,Drillers of earth,0.9515789747238159,0.9639999866485596,0.9359999895095825,0.9399999976158142,0.06499999761581421,0.07999999821186066,0.05000000074505806,0.25583332777023315,0.5799999833106995,0.9200000166893005,0.9633333086967468,0.07000000029802322
599,1000,18900,1618050,36185000,1274559.50390625,28503405.62597656,230665.5703125,5158452.302490234,1970,"Construction trades, n.e.c.",0.7877132892608643,0.7876259684562683,0.8023658394813538,0.7696158289909363,0.142557755112648,0.1463375687599182,0.138777956366539,0.22943489253520966,0.5301297903060913,0.6192733645439148,0.5966314077377319,0.11876419931650162
615,200,6600,408000,13195800,356463.15625,11528962.300292969,158100,5113372.5,1970,Explosives workers,0.8736842274665833,0.921999990940094,0.800000011920929,0.8450000286102295,0.38749998807907104,0.4749999940395355,0.30000001192092896,0.6916666626930237,0.8859999775886536,0.9357143044471741,0.95333331823349,0.26499998569488525
616,2400,136400,4858725,286964975,3761675.9443359375,222171298.0732422,157908.55978393555,9326361.558288574,1970,Miners,0.774210512638092,0.8009999990463257,0.7559999823570251,0.7300000190734863,0.032499998807907104,0.02500000037252903,0.03999999910593033,0.1525000035762787,0.3540000021457672,0.7285714149475098,0.800000011920929,0.054999999701976776
628,46800,1189400,100639625,2614310525,60754549.140625,1578217896.3735352,64912558.125,1686230288.625,1970,Production supervisors or foremen,0.6036841869354248,0.6629999876022339,0.5559999942779541,0.5149999856948853,0.6449999809265137,0.6800000071525574,0.6100000143051147,0.6175000071525574,0.5979999899864197,0.4871428608894348,0.6466666460037231,0.6100000143051147
634,19300,147400,43022100,318641175,31926925.642578125,236465284.3359375,12261298.5,90812734.875,1970,Tool and die makers and die setters,0.74210524559021,0.8069999814033508,0.6819999814033508,0.6549999713897705,0.2849999964237213,0.27000001072883606,0.30000001192092896,0.34583333134651184,0.6320000290870667,0.6499999761581421,0.6700000166893005,0.14499999582767487
637,22700,293200,47717500,610931575,36868047.484375,472025028.14941406,11929375,152732893.75,1970,Machinists,0.7726315855979919,0.8529999852180481,0.671999990940094,0.6974999904632568,0.25,0.20999999344348907,0.28999999165534973,0.5491666793823242,0.6119999885559082,0.6200000047683716,0.95333331823349,0.32499998807907104
643,1300,22600,2329875,47789325,2034348.84375,41727627.95703125,704787.1875,14456270.821289062,1970,Boilermakers,0.8731579184532166,0.9039999842643738,0.8299999833106995,0.8500000238418579,0.30250000953674316,0.2150000035762787,0.38999998569488525,0.4658333361148834,0.6919999718666077,0.8071428537368774,0.9266666769981384,0.17000000178813934
645,2500,30100,5167875,61976900,3809376.85546875,45684807.04199219,930945.0244140624,11164566.98071289,1970,Patternmakers and model makers,0.737126350402832,0.8169997334480286,0.6633613705635071,0.6296492218971252,0.18014077842235565,0.12703204154968262,0.23324953019618988,0.3665470778942108,0.6298054456710815,0.6456227898597717,0.764423131942749,0.15552572906017303
646,400,8700,751200,17746900,558655.578125,13198089.52734375,105168,2484566,1970,Lay-out workers,0.7436842322349548,0.8080000281333923,0.6740000247955322,0.6700000166893005,0.14000000059604645,0.03999999910593033,0.23999999463558197,0.25,0.44999998807907104,0.45571428537368774,0.4933333396911621,0.04500000178813934
649,300,6100,706350,11301450,497790.84375,7964547.9140625,14127,226029,1970,Engravers,0.7047368288040161,0.8140000104904175,0.5680000185966492,0.6025000214576721,0.019999999552965164,0.014999999664723873,0.02500000037252903,0.14416666328907013,0.39399999380111694,0.5685714483261108,0.23999999463558197,0.019999999552965164
657,6800,48800,14044500,97875000,13142695.0234375,91590393.53417967,3019567.5,21043125,1970,Cabinetmakers and bench carpenters,0.9357894659042358,0.9819999933242798,0.9359999895095825,0.8199999928474426,0.2150000035762787,0.14000000059604645,0.28999999165534973,0.4533333480358124,0.7820000052452087,0.8628571629524231,0.949999988079071,0.26499998569488525
658,1700,17100,3347500,33052950,2128305.20703125,21014717.08203125,25106.25,247897.125,1970,Furniture and wood finishers,0.6357894539833069,0.6759999990463257,0.6000000238418579,0.5799999833106995,0.007499999832361937,0.004999999888241291,0.009999999776482582,0.10583333671092987,0.2680000066757202,0.48571428656578064,0.2666666805744171,0.004999999888241291
666,15300,54700,23839300,83524925,14667443.139160156,51389809.43774414,1907144,6681994,1970,Dressmakers and seamstresses,0.6152631640434265,0.75,0.42800000309944153,0.512499988079071,0.07999999821186066,0.05999999865889549,0.10000000149011612,0.16249999403953552,0.38999998569488525,0.5299999713897705,0.34333333373069763,0.04500000178813934
668,5600,53700,10723600,107016725,7523452.21484375,75080683.26782227,1045550.9897460938,10434130.531341553,1970,Upholsterers,0.7015789747238159,0.6869999766349792,0.7599999904632568,0.6650000214576721,0.09749999642372131,0.014999999664723873,0.18000000715255737,0.18583333492279053,0.40799999237060547,0.40142858028411865,0.2666666805744171,0
669,4500,18400,9245325,39998775,6861004.0654296875,29683300.231445312,2172651.375,9399712.125,1970,Shoe repairers,0.74210524559021,0.8299999833106995,0.671999990940094,0.6100000143051147,0.23499999940395355,0.019999999552965164,0.44999998807907104,0.2916666567325592,0.421999990940094,0.5114285945892334,0.3266666531562805,0.019999999552965164
675,300,6700,777750,13413025,648807.234375,11189286.3359375,56386.875,972444.3125,1970,"Hand molders and shapers, except jewelers",0.8342105150222778,0.8949999809265137,0.7680000066757202,0.7649999856948853,0.07249999791383743,0.07000000029802322,0.07500000298023224,0.2291666716337204,0.4740000069141388,0.6442857384681702,0.6033333539962769,0.09000000357627869
677,1200,20600,2668850,40886125,1087205.21875,16655716.202148438,1394474.0625,21362999.10888672,1970,Optical goods workers,0.40736842155456543,0.5099999904632568,0.3179999887943268,0.26249998807907104,0.5224999785423279,0.5649999976158142,0.47999998927116394,0.27000001072883606,0.18400000035762787,0.4028571546077728,0.14666666090488434,0.2199999988079071
678,2100,16400,3749150,33315475,2403095.7421875,21354247.26538086,1825707.650390625,16223495.213867188,1970,Dental laboratory and medical appliance technicians,0.6409708261489868,0.6819358468055725,0.6120320558547974,0.5747318267822266,0.48696574568748474,0.5722380876541138,0.4016934037208557,0.46882107853889465,0.4656604826450348,0.5573830008506775,0.5843074321746826,0.505160391330719
679,1400,28100,2511450,50584350,1773876.86328125,35728526.197753906,87900.75,1770452.25,1970,Bookbinders,0.706315815448761,0.7580000162124634,0.6240000128746033,0.6800000071525574,0.03500000014901161,0.019999999552965164,0.05000000074505806,0.09666666388511658,0.33399999141693115,0.41857144236564636,0.2666666805744171,0.019999999552965164
686,21100,211700,42914175,452987900,34557203.93725586,364774464.5654297,3862275.831817627,40768911.95739746,1970,Butchers and meat cutters,0.8052631616592407,0.8330000042915344,0.8019999861717224,0.7400000095367432,0.09000000357627869,0.08500000089406967,0.0949999988079071,0.1966666728258133,0.3799999952316284,0.5828571319580078,0.5566666722297668,0.0949999988079071
687,15900,74500,34458150,148877950,21327781.87402344,92147617.9543457,9045263.775878906,39080459.46264648,1970,Bakers,0.6189473867416382,0.671999990940094,0.5640000104904175,0.5550000071525574,0.26249998807907104,0.2549999952316284,0.27000001072883606,0.3408333361148834,0.5139999985694885,0.5600000023841858,0.6700000166893005,0.26499998569488525
695,200,15400,408000,32064575,222252.640625,17466756.013671875,232560,18276807.75,1970,Power plant operators,0.5447368621826172,0.6340000033378601,0.40799999237060547,0.4925000071525574,0.5699999928474426,0.5649999976158142,0.574999988079071,0.5724999904632568,0.7940000295639038,0.7014285922050476,0.8100000023841858,0.28999999165534973
696,4500,138700,9274050,300806700,6560170.1015625,212781160.7285156,672368.625,21808485.75,1970,"Plant and system operators, stationary engineers",0.7073684334754944,0.7480000257492065,0.6700000166893005,0.6524999737739563,0.07249999791383743,0.019999999552965164,0.125,0.13083332777023315,0.23600000143051147,0.4414285719394684,0.46000000834465027,0.014999999664723873
703,16200,245800,32702850,506384075,25278799.98828125,391427100.01293945,5558718.039794922,86073424.6069336,1970,"Lathe, milling, and turning machine operatives",0.7729846239089966,0.8482542634010315,0.7527955174446106,0.6100468635559082,0.16997656226158142,0.13421204686164856,0.20574107766151428,0.2585647404193878,0.5150919556617737,0.613550066947937,0.7160163521766663,0.1092354878783226
706,8400,140000,15811275,262762275,13065105.84790039,217124611.76782227,1897353,31531473,1970,Punching and stamping press operatives,0.8263157606124878,0.8640000224113464,0.8019999861717224,0.762499988079071,0.11999999731779099,0.009999999776482582,0.23000000417232513,0.22499999403953552,0.5099999904632568,0.5157142877578735,0.4033333361148834,0.019999999552965164
707,1100,17600,2241650,34491850,2043440.984375,31442044.7265625,571620.75,8795421.75,1970,"Rollers, roll hands, and finishers of metal",0.9115789532661438,0.9679999947547913,0.8820000290870667,0.8075000047683716,0.2549999952316284,0.18000000715255737,0.33000001311302185,0.6175000071525574,0.8579999804496765,0.9242857098579407,0.9633333086967468,0.17000000178813934
708,4500,53000,8784850,101035700,6995514.90234375,80456324.4296875,2393871.625,27532228.265625,1970,Drilling and boring machine operators,0.7963157892227173,0.8489999771118164,0.8360000252723694,0.6150000095367432,0.27250000834465027,0.1899999976158142,0.35499998927116394,0.36250001192092896,0.6119999885559082,0.7314285635948181,0.746666669845581,0.10000000149011612
709,14700,208800,28668900,410041650,22271209.126953125,318537625.84643555,2293512,32803332,1970,"Grinding, abrading, buffing, and polishing workers",0.7768421173095703,0.8299999833106995,0.7139999866485596,0.7225000262260437,0.07999999821186066,0.019999999552965164,0.14000000059604645,0.1599999964237213,0.3959999978542328,0.4628571569919586,0.3333333432674408,0.019999999552965164
713,200,13500,479400,27409325,350466.625,20037658.986328125,149812.5,8565414.0625,1970,Forge and hammer operators,0.7310526371002197,0.8309999704360962,0.6620000004768372,0.5674999952316284,0.3125,0.23000000417232513,0.39500001072883606,0.3058333396911621,0.5019999742507935,0.6171428561210632,0.8199999928474426,0.1550000011920929
719,2500,45600,5194050,90798750,4428611.0234375,77417881.361328125,272687.625,4766934.374267578,1970,"Molders, and casting machine operators",0.8526315689086914,0.8629999756813049,0.8759999871253967,0.7975000143051147,0.05249999836087227,0.05000000074505806,0.054999999701976776,0.14000000059604645,0.44600000977516174,0.572857141494751,0.6299999952316284,0.05999999865889549
723,2000,26600,4141400,53734825,2700628.71875,35040762.13769531,165656,2149393,1970,Metal platers,0.6521052718162537,0.675000011920929,0.6359999775886536,0.6150000095367432,0.03999999910593033,0.009999999776482582,0.07000000029802322,0.10833333432674408,0.24400000274181366,0.4114285707473755,0.25333333015441895,0.019999999552965164
724,1800,24800,3821125,48886025,3489290.390625,44640658.61425781,897964.375,11488215.875,1970,Heat treating equipment operators,0.9131578803062439,0.9449999928474426,0.8939999938011169,0.8575000166893005,0.23499999940395355,0.10999999940395355,0.36000001430511475,0.44999998807907104,0.8700000047683716,0.8428571224212646,0.9300000071525574,0.17000000178813934
727,3200,80000,5838475,148144150,4738383.400390625,120230673.94042967,1153098.8125,29258469.625,1970,Sawing machine operators and sawyers,0.8115789294242859,0.8849999904632568,0.7699999809265137,0.6800000071525574,0.19750000536441803,0.18000000715255737,0.2150000035762787,0.30250000953674316,0.5519999861717224,0.7328571677207947,0.7833333611488342,0.1550000011920929
